OBJECTID_1,FID_TL_201,ALAND10,AWATER10,CNTY2010,CT10,CT2010,GEODESC,ACRES,SQ_MILES,POP100,HU100,NHW,NHB,NHAI,NHA,NHNH,NHO,NHT,HISP,PNHW,PNHB,PNHAI,PNHA,PNHNH,PNHO,PNHT,PHISP,POP65_,PCTPOP65_,MEDAGE,VACNS,PVACNS,PHOWN,PWOMORT,PRENT,PLT18SP,CNTY20101,CT101,AREA,ACRES_1,SQMILES,PSQM,REPORT_2_P,REPORT_9_P,Shape_Length,Shape_Area
1227,1236,12297712,1106716,24003,702402,24003702402,7024.02,3038.52335,4.74769,6049,3441,5221,310,17,185,3,6,95,212,86.3,5.1,0.3,3.1,0,0.1,1.6,3.5,1444,23.9,48.8,332,9.6,60.6,25.1,39.4,17.7,24003,702402,0,3038.52335,4.74769,1274.09,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003702402.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003702402.pdf,31369.9846844569,20379697.3400471
1228,1237,7347536,2848976,24003,702500,24003702500,7025.00,1815.43073,2.83661,6669,2293,1990,2952,12,145,2,15,138,1415,29.8,44.3,0.2,2.2,0,0.2,2.1,21.2,526,7.9,31,94,4.1,52.7,15.8,47.3,53.2,24003,702500,0,1815.43073,2.83661,2351.05,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003702500.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003702500.pdf,33459.2603005734,12169602.2551958
1229,1238,2217435,19353,24003,706401,24003706401,7064.01,547.88442,0.85607,6442,2407,2431,1199,7,170,1,12,70,2552,37.7,18.6,0.1,2.6,0,0.2,1.1,39.6,645,10,32.5,118,4.9,52.6,14.8,47.4,38.6,24003,706401,0,547.88442,0.85607,7525.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003706401.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003706401.pdf,9330.64511106411,3672640.03357269
1230,1239,8048923,5317625,24003,702602,24003702602,7026.02,1988.72815,3.10739,6021,2607,4884,678,18,106,3,17,143,172,81.1,11.3,0.3,1.8,0,0.3,2.4,2.9,930,15.4,45.7,103,4,89.2,17.6,10.8,14.1,24003,702602,0,1988.72815,3.10739,1937.64,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003702602.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003702602.pdf,46553.8156271592,13321384.6034388
1231,1240,27871607,9164695,24003,707001,24003707001,7070.01,6896.30887,10.77548,6082,2715,5119,631,19,51,0,10,96,156,84.2,10.4,0.3,0.8,0,0.2,1.6,2.6,713,11.7,42.6,185,6.8,86.7,15.2,13.3,23.4,24003,707001,0,6896.30887,10.77548,564.43,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003707001.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003707001.pdf,84315.1081643917,46051656.5329055
1232,1241,1112063,149220,24003,706402,24003706402,7064.02,274.76961,0.42933,3210,1653,1582,1098,4,59,0,5,60,402,49.3,34.2,0.1,1.8,0,0.2,1.9,12.5,464,14.5,37.9,152,9.2,48.4,20.9,51.6,59.8,24003,706402,0,274.76961,0.42933,7476.82,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003706402.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003706402.pdf,7393.84193185849,1842142.0740175
1233,1242,2867880,54882,24003,706500,24003706500,7065.00,708.59574,1.10718,5222,2530,2885,1270,13,122,2,6,93,831,55.2,24.3,0.2,2.3,0,0.1,1.8,15.9,676,12.9,36.9,223,8.8,48,26.9,52,32.4,24003,706500,0,708.59574,1.10718,4716.49,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003706500.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003706500.pdf,14162.3320029275,4751850.90017273
1234,1243,3987808,704297,24003,706600,24003706600,7066.00,985.30843,1.53954,4591,2093,3234,798,0,76,2,7,86,388,70.4,17.4,0,1.7,0,0.2,1.9,8.5,685,14.9,39.3,198,9.5,67.7,26.9,32.3,36.4,24003,706600,0,985.30843,1.53954,2982.06,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003706600.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003706600.pdf,15740.6837486171,6609507.04488887
1235,1244,6888389,4554623,24003,730700,24003730700,7307.00,1703.376,2.66152,6978,2706,6310,240,8,139,1,14,93,173,90.4,3.4,0.1,2,0,0.2,1.3,2.5,1183,17,44.8,90,3.3,86,23.4,14,18.8,24003,730700,0,1703.376,2.66152,2621.81,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003730700.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003730700.pdf,31094.3371777491,11453110.9095522
1236,1245,23954678,4970500,24003,730100,24003730100,7301.00,5918.87534,9.24824,7451,3031,6269,519,23,180,17,5,151,287,84.1,7,0.3,2.4,0.2,0.1,2,3.9,652,8.8,37,134,4.4,84.2,13.7,15.8,29.3,24003,730100,0,5918.87534,9.24824,805.67,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003730100.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003730100.pdf,64636.393455936,39914213.39671
1237,1246,7415743,2892840,24003,730800,24003730800,7308.00,1832.29271,2.86296,2456,966,2296,39,2,33,1,1,20,64,93.5,1.6,0.1,1.3,0,0,0.8,2.6,460,18.7,48.4,35,3.6,90.4,28,9.6,13.3,24003,730800,0,1832.29271,2.86296,857.86,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003730800.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003730800.pdf,29358.0672192502,12307029.996774
1238,1247,9157523,4247178,24003,730901,24003730901,7309.01,2263.02863,3.53598,2608,1020,1992,390,3,54,2,5,48,114,76.4,15,0.1,2.1,0.1,0.2,1.8,4.4,424,16.3,43.2,123,12.1,84.3,22.8,15.7,9.6,24003,730901,0,2263.02863,3.53598,737.56,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003730901.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003730901.pdf,33260.6972397835,15186296.2684203
1239,1248,15484229,4958759,24003,730902,24003730902,7309.02,3839.23969,5.99881,4075,1576,3535,186,1,91,0,8,54,200,86.7,4.6,0,2.2,0,0.2,1.3,4.9,664,16.3,44.6,75,4.8,84.7,22.1,15.3,12.1,24003,730902,0,3839.23969,5.99881,679.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003730902.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003730902.pdf,67810.5332295174,25774456.6821966
1240,1249,7581068,3340215,24003,731002,24003731002,7310.02,1873.14012,2.92678,3234,1350,2585,325,4,46,1,1,47,225,79.9,10,0.1,1.4,0,0,1.5,7,393,12.2,41.6,50,3.7,86.3,16.8,13.7,27.9,24003,731002,0,1873.14012,2.92678,1104.97,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003731002.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003731002.pdf,26127.5263767082,12579809.477355
1241,1250,8564805,0,24003,731103,24003731103,7311.03,2116.20516,3.30657,5422,1923,4429,487,10,136,1,11,86,262,81.7,9,0.2,2.5,0,0.2,1.6,4.8,579,10.7,39,59,3.1,86.1,14.7,13.9,21.2,24003,731103,0,2116.20516,3.30657,1639.77,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003731103.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003731103.pdf,20193.8226319469,14214829.9519184
1242,1251,16653884,9008405,24003,731202,24003731202,7312.02,4118.49109,6.43514,7686,2946,7113,206,20,76,2,8,106,155,92.5,2.7,0.3,1,0,0.1,1.4,2,1062,13.8,44.1,134,4.5,91,25.1,9,20.3,24003,731202,0,4118.49109,6.43514,1194.38,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003731202.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003731202.pdf,54809.8737498781,27713964.2228982
1243,1252,18370393,19390143,24003,731303,24003731303,7313.03,4582.88039,7.16075,6827,2795,6509,69,14,55,10,6,76,88,95.3,1,0.2,0.8,0.1,0.1,1.1,1.3,1121,16.4,46.3,107,3.8,93.5,26.2,6.5,14.4,24003,731303,0,4582.88039,7.16075,953.39,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003731303.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003731303.pdf,72151.3675778983,30843966.1380736
1244,1253,15994870,9020678,24003,731306,24003731306,7313.06,3985.47225,6.2273,6293,2460,5922,97,30,49,1,3,71,120,94.1,1.5,0.5,0.8,0,0,1.1,1.9,826,13.1,44.3,123,5,90.3,22.3,9.7,17.8,24003,731306,0,3985.47225,6.2273,1010.55,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003731306.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003731306.pdf,48160.4802002498,26851351.2036611
1245,1254,6276159,23847,24003,731307,24003731307,7313.07,1550.74116,2.42303,6586,2480,5576,458,19,141,9,19,146,218,84.7,7,0.3,2.1,0.1,0.3,2.2,3.3,423,6.4,34.1,98,4,86.6,10.2,13.4,28.7,24003,731307,0,1550.74116,2.42303,2718.09,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003731307.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003731307.pdf,17435.9243041549,10443348.8452463
1246,1255,7249277,2585443,24003,731102,24003731102,7311.02,1795.58085,2.8056,7750,3168,6933,237,13,160,1,10,140,256,89.5,3.1,0.2,2.1,0,0.1,1.8,3.3,884,11.4,40.4,94,3,79.4,15.8,20.6,22.6,24003,731102,0,1795.58085,2.8056,2762.34,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003731102.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003731102.pdf,20315.241429726,12066447.9933241
1247,1256,4726179,0,24003,730204,24003730204,7302.04,1167.76776,1.82464,5723,2001,3030,1902,13,240,8,10,169,351,52.9,33.2,0.2,4.2,0.1,0.2,3,6.1,661,11.5,37.9,124,6.2,82.8,17,17.2,39.5,24003,730204,0,1167.76776,1.82464,3136.52,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003730204.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003730204.pdf,13242.1028688826,7868181.4736236
1248,1257,6412474,3178,24003,730603,24003730603,7306.03,1585.2034,2.47688,3107,1086,2637,190,11,109,1,2,69,88,84.9,6.1,0.4,3.5,0,0.1,2.2,2.8,356,11.5,42.3,45,4.1,86.9,19.6,13.1,15.4,24003,730603,0,1585.2034,2.47688,1254.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003730603.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003730603.pdf,15033.8179679487,10669433.8259542
1249,1258,2037879,39437,24003,730300,24003730300,7303.00,503.5295,0.78676,3113,1209,2489,270,13,72,2,3,63,201,80,8.7,0.4,2.3,0.1,0.1,2,6.5,440,14.1,40.3,66,5.5,85.7,23.2,14.3,36.2,24003,730300,0,503.5295,0.78676,3956.72,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003730300.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003730300.pdf,9176.81151490079,3393346.29407259
1250,1259,3106197,0,24003,730402,24003730402,7304.02,767.49485,1.19921,6136,2604,3961,1013,22,196,5,6,213,720,64.6,16.5,0.4,3.2,0.1,0.1,3.5,11.7,718,11.7,35.3,132,5.1,48.1,24.3,51.9,41.4,24003,730402,0,767.49485,1.19921,5116.71,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003730402.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003730402.pdf,10735.3296684024,5171296.66716681
1251,1260,3236024,0,24003,751000,24003751000,7510.00,799.57505,1.24934,3893,1547,3077,361,22,56,2,5,96,274,79,9.3,0.6,1.4,0.1,0.1,2.5,7,578,14.8,38.8,74,4.8,77.6,25.3,22.4,34.7,24003,751000,0,799.57505,1.24934,3116.06,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003751000.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003751000.pdf,10381.0333316843,5390940.34699158
1252,1261,3798244,168413,24003,731311,24003731311,7313.11,938.48758,1.46639,8070,2797,6605,558,28,239,2,8,182,448,81.8,6.9,0.3,3,0,0.1,2.3,5.6,585,7.2,33.4,95,3.4,87.8,12,12.2,26.7,24003,731311,0,938.48758,1.46639,5503.33,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003731311.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003731311.pdf,13031.2925330986,6321970.43685389
1253,1262,8156702,561133,24003,731203,24003731203,7312.03,2015.38633,3.14904,7295,2624,6330,552,10,122,1,3,109,168,86.8,7.6,0.1,1.7,0,0,1.5,2.3,852,11.7,42.4,91,3.5,89.9,18.7,10.1,16.9,24003,731203,0,2015.38633,3.14904,2316.58,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003731203.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003731203.pdf,23693.0245048537,13562712.1534941
1254,1263,11124693,144812,24003,731204,24003731204,7312.04,2748.73669,4.2949,6115,2404,5226,407,12,137,1,11,94,227,85.5,6.7,0.2,2.2,0,0.2,1.5,3.7,628,10.3,39,87,3.6,78.7,17.4,21.3,21.3,24003,731204,0,2748.73669,4.2949,1423.78,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003731204.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003731204.pdf,24951.8319537674,18508865.8109399
1255,1264,2238635,401032,24003,731310,24003731310,7313.10,553.13262,0.86427,5247,1861,4572,269,15,77,0,3,112,199,87.1,5.1,0.3,1.5,0,0.1,2.1,3.8,418,8,38.3,71,3.8,89.1,14.6,10.9,25.6,24003,731310,0,553.13262,0.86427,6071.03,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003731310.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003731310.pdf,9547.59846507138,3726872.2911723
1256,1265,2648323,608141,24003,731309,24003731309,7313.09,654.3624,1.02244,5524,2134,4881,281,8,68,2,18,128,138,88.4,5.1,0.1,1.2,0,0.3,2.3,2.5,599,10.8,35.3,88,4.1,85,17.6,15,28.8,24003,731309,0,654.3624,1.02244,5402.76,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003731309.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003731309.pdf,14366.1269629173,4409986.88992417
1257,1266,7662479,691043,24003,730601,24003730601,7306.01,1893.27006,2.95823,6846,2344,6258,96,13,262,6,0,84,127,91.4,1.4,0.2,3.8,0.1,0,1.2,1.9,832,12.2,43,70,3,92.8,19,7.2,8.9,24003,730601,0,1893.27006,2.95823,2314.22,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003730601.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003730601.pdf,19533.8559994695,12739823.8203225
1258,1267,7209092,270545,24003,730604,24003730604,7306.04,1783.15259,2.78618,6748,2236,5799,396,8,250,0,5,114,176,85.9,5.9,0.1,3.7,0,0.1,1.7,2.6,962,14.3,41.5,58,2.6,92.8,21.8,7.2,13.7,24003,730604,0,1783.15259,2.78618,2421.96,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003730604.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003730604.pdf,22257.4598168365,11995421.6580878
1259,1268,5258698,1326750,24003,731201,24003731201,7312.01,1299.90924,2.03111,6354,2437,5778,153,5,171,1,4,95,147,90.9,2.4,0.1,2.7,0,0.1,1.5,2.3,1025,16.1,44.3,86,3.5,89.9,24.3,10.1,12.8,24003,731201,0,1299.90924,2.03111,3128.35,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003731201.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003731201.pdf,26510.1990465234,8741425.47514295
1260,1269,3954194,0,24003,730502,24003730502,7305.02,977.0199,1.52659,6327,2493,3898,1515,20,415,3,5,175,296,61.6,23.9,0.3,6.6,0,0.1,2.8,4.7,772,12.2,38.9,87,3.5,59.7,17.4,40.3,34.9,24003,730502,0,977.0199,1.52659,4144.53,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003730502.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003730502.pdf,11534.847651784,6580512.29126376
1261,1270,4263213,0,24003,730504,24003730504,7305.04,1053.37174,1.64589,7630,2929,4735,1856,15,292,8,11,229,484,62.1,24.3,0.2,3.8,0.1,0.1,3,6.3,607,8,33.5,111,3.8,68.7,14.7,31.3,35.4,24003,730504,0,1053.37174,1.64589,4635.79,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003730504.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003730504.pdf,12438.2734629832,7092432.71679316
1262,1271,18508682,0,24003,740102,24003740102,7401.02,4573.22395,7.14566,6497,2772,3693,1226,18,956,8,15,194,387,56.8,18.9,0.3,14.7,0.1,0.2,3,6,543,8.4,35.9,170,6.1,73.5,20.2,26.5,21.7,24003,740102,0,4573.22395,7.14566,909.22,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003740102.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003740102.pdf,36736.9545279672,30818401.8373168
1263,1272,9241212,0,24003,740203,24003740203,7402.03,2283.35643,3.56774,5402,1875,4058,645,19,273,13,10,160,224,75.1,11.9,0.4,5.1,0.2,0.2,3,4.1,557,10.3,40.2,60,3.2,90.9,17.8,9.1,18.8,24003,740203,0,2283.35643,3.56774,1514.12,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003740203.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003740203.pdf,19182.820951657,15374850.7662587
1264,1273,9652118,0,24003,740500,24003740500,7405.00,2384.88333,3.72638,9284,4095,2555,4802,13,1030,6,21,303,554,27.5,51.7,0.1,11.1,0.1,0.2,3.3,6,395,4.3,34.4,160,3.9,63.8,4.6,36.2,32.2,24003,740500,0,2384.88333,3.72638,2491.43,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003740500.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003740500.pdf,17918.4757635091,16053835.1490436
1265,1274,20370933,25677,24003,740800,24003740800,7408.00,5039.63782,7.87443,4396,1689,3669,307,20,121,6,3,87,183,83.5,7,0.5,2.8,0.1,0.1,2,4.2,850,19.3,45.5,65,3.8,86.1,25.2,13.9,18.4,24003,740800,0,5039.63782,7.87443,558.26,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003740800.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003740800.pdf,25889.8086532591,33876444.2686017
1266,1275,5318329,0,24003,740201,24003740201,7402.01,1314.08005,2.05325,7238,2845,4036,1911,8,394,24,14,250,601,55.8,26.4,0.1,5.4,0.3,0.2,3.5,8.3,708,9.8,33.8,148,5.2,57.1,22.2,42.9,46.2,24003,740201,0,1314.08005,2.05325,3525.15,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003740201.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003740201.pdf,14356.8081941293,8853563.04209474
1267,1276,2705355,0,24003,740400,24003740400,7404.00,668.45171,1.04446,4716,0,1150,3465,2,10,0,11,7,71,24.4,73.5,0,0.2,0,0.2,0.1,1.5,82,1.7,35.4,0,0,0,0,0,0,24003,740400,0,668.45171,1.04446,4515.28,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003740400.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003740400.pdf,13178.7153699726,4502811.67004221
1268,1277,5076007,0,24003,750801,24003750801,7508.01,1254.2116,1.95971,5849,2170,5011,326,13,154,2,4,112,227,85.7,5.6,0.2,2.6,0,0.1,1.9,3.9,801,13.7,40.4,86,4,87,25.2,13,27.7,24003,750801,0,1254.2116,1.95971,2984.64,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003750801.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003750801.pdf,13541.9826054887,8460039.16705525
1269,1278,1343696,0,24003,750101,24003750101,7501.01,332.011,0.51877,4292,1678,2923,634,26,156,4,11,171,367,68.1,14.8,0.6,3.6,0.1,0.3,4,8.6,439,10.2,35,143,8.5,68.6,22.3,31.4,49.5,24003,750101,0,332.011,0.51877,8273.47,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003750101.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003750101.pdf,7780.51436610094,2242064.73839111
1270,1279,782606,13704,24003,750102,24003750102,7501.02,193.37388,0.30215,2533,931,1774,459,12,36,0,2,85,165,70,18.1,0.5,1.4,0,0.1,3.4,6.5,262,10.3,32.6,77,8.3,76.1,22.8,23.9,49.8,24003,750102,0,193.37388,0.30215,8383.36,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003750102.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003750102.pdf,6594.20151551083,1306120.23154337
1271,1280,2529777,0,24003,750202,24003750202,7502.02,625.0792,0.97669,3426,1317,2801,304,3,82,0,1,60,175,81.8,8.9,0.1,2.4,0,0,1.8,5.1,525,15.3,41.3,65,4.9,84.7,27,15.3,35.6,24003,750202,0,625.0792,0.97669,3507.79,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003750202.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003750202.pdf,10425.8462991145,4220226.27868317
1272,1281,3036326,4445,24003,750203,24003750203,7502.03,750.24036,1.17225,1463,578,1110,170,7,45,0,0,34,97,75.9,11.6,0.5,3.1,0,0,2.3,6.6,225,15.4,39.6,38,6.6,85.7,27.9,14.3,35.2,24003,750203,0,750.24036,1.17225,1248.03,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003750203.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003750203.pdf,10780.997720655,5064690.33402134
1273,1282,2271685,109243,24003,730203,24003730203,7302.03,561.30038,0.87703,5303,2613,2870,1199,18,264,7,9,147,789,54.1,22.6,0.3,5,0.1,0.2,2.8,14.9,605,11.4,32.5,263,10.1,30.9,21.9,69.1,48,24003,730203,0,561.30038,0.87703,6046.54,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003730203.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003730203.pdf,12955.1224242957,3782217.30559364
1274,1283,3011031,815286,24003,751103,24003751103,7511.03,743.98451,1.16248,5865,2337,4912,452,18,95,4,8,124,252,83.8,7.7,0.3,1.6,0.1,0.1,2.1,4.3,920,15.7,41.2,125,5.3,69.7,23.3,30.3,33.1,24003,751103,0,743.98451,1.16248,5045.27,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003751103.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003751103.pdf,12722.3609770388,5016641.72753256
1275,1284,3153185,21763,24003,750804,24003750804,7508.04,779.11155,1.21736,4016,1539,2901,449,17,147,1,7,93,401,72.2,11.2,0.4,3.7,0,0.2,2.3,10,610,15.2,40.9,66,4.3,73.9,27.5,26.1,33.4,24003,750804,0,779.11155,1.21736,3298.94,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003750804.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003750804.pdf,13673.5097544332,5255356.18551685
1276,1285,2910349,0,24003,750900,24003750900,7509.00,719.10668,1.1236,3066,1307,2489,225,10,75,0,1,46,220,81.2,7.3,0.3,2.4,0,0,1.5,7.2,514,16.8,42,55,4.2,63.4,28.7,36.6,32.8,24003,750900,0,719.10668,1.1236,2728.72,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003750900.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003750900.pdf,13166.8316853004,4848290.86790907
1277,1286,8339344,860028,24003,751102,24003751102,7511.02,2060.54406,3.2196,4037,1786,2331,1289,24,137,1,2,101,152,57.7,31.9,0.6,3.4,0,0,2.5,3.8,595,14.7,39.6,93,5.2,77.5,21.1,22.5,44.1,24003,751102,0,2060.54406,3.2196,1253.88,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003751102.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003751102.pdf,25679.2873843536,13902762.7744014
1278,1287,3235017,0,24003,750400,24003750400,7504.00,799.3328,1.24896,4090,1663,3625,127,9,174,10,3,57,85,88.6,3.1,0.2,4.3,0.2,0.1,1.4,2.1,885,21.6,47.2,65,3.9,91.2,32.7,8.8,17.6,24003,750400,0,799.3328,1.24896,3274.74,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003750400.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003750400.pdf,11898.9941075438,5394971.1278256
